"agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","end_date","count_nu"
"USGS","01304600","BIG FRESH POND OUTLET AT NORTH SEA NY","ST",40.9303781,-72.4173075,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-09-12,1973-09-12,1
"USGS","01304630","MILL CREEK AT NOYACK NY","ST",40.9931554,-72.34952749,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-03-12,1973-09-12,2
"USGS","01304660","LIGONEE BROOK AT SAG HARBOR NY","ST",40.98926625,-72.3028599,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-09-12,1973-09-12,1
"USGS","01304730","POXABOGUE POND OUTLET AT SAGAPONACK NY","ST",40.93009984,-72.28730438,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-03-15,1973-03-15,1
"USGS","01304745","WEESUCK CREEK AT EAST QUOGUE NY","ST",40.8478776,-72.5778701,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1973-03-14,2
"USGS","01304760","QUANTUCK CREEK AT QUOGUE NY","ST",40.8325996,-72.617872,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1973-03-14,2
"USGS","01304779","ASPATUCK CREEK NEAR WESTHAMPTON NY","ST",40.82065505,-72.6367618,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1973-03-14,2
"USGS","01304800","BEAVERDAM CREEK AT WEST HAMPTON NY","ST",40.8231549,-72.6612073,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-03-14,1973-03-14,1
"USGS","01304820","SPEONK RIVER AT SPEONK NY","ST",40.8184325,-72.69093079,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1973-03-14,2
"USGS","01304830","EAST RIVER AT EASTPORT NY","ST",40.8234323,-72.7167652,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-03-13,1973-03-13,1
"USGS","01304860","SEATUCK CREEK AT EASTPORT NY","ST",40.8250989,-72.72815458,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1973-03-13,2
"USGS","01304900","LITTLE SEATUCK CREEK AT EASTPORT NY","ST",40.82009889,-72.7392662,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1973-03-13,1973-03-13,1
"USGS","01304930","TERRELL RIVER AT CENTER MORICHES, N.Y.","ST",40.7995433,-72.7734339,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1966-05-11,1
"USGS","01304959","WEST MILLPOND AT MASTIC NY","ST",40.8064876,-72.8331578,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1966-05-11,1
"USGS","01305000","CARMANS RIVER AT YAPHANK NY","ST",40.83016667,-72.90613889,"1","NAD83",17.95,0.01,"NGVD29","02030202","dv","00060","00003","104744",NA,"wat",NA,"1645423","0",1942-06-21,2023-10-06,29687
"USGS","01305000","CARMANS RIVER AT YAPHANK NY","ST",40.83016667,-72.90613889,"1","NAD83",17.95,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-05-25,1971-10-28,2
"USGS","01305000","CARMANS RIVER AT YAPHANK NY","ST",40.83016667,-72.90613889,"1","NAD83",17.95,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1986-08-26,63
"USGS","01305000","CARMANS RIVER AT YAPHANK NY","ST",40.83016667,-72.90613889,"1","NAD83",17.95,0.01,"NGVD29","02030202","uv","00060",NA,"106534",NA,"wat",NA,"1645423","0",2007-10-01,2023-10-07,5850
"USGS","01305500","SWAN RIVER AT EAST PATCHOGUE NY","ST",40.76725,-72.9938333,"1","NAD83",2.84,0.01,"NGVD29","02030202","dv","00060","00003","104745",NA,"wat",NA,"1645423","0",1946-10-01,2023-10-06,28122
"USGS","01305500","SWAN RIVER AT EAST PATCHOGUE NY","ST",40.76725,-72.9938333,"1","NAD83",2.84,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-11,1974-10-15,23
"USGS","01305500","SWAN RIVER AT EAST PATCHOGUE NY","ST",40.76725,-72.9938333,"1","NAD83",2.84,0.01,"NGVD29","02030202","uv","00060",NA,"172577",NA,"wat",NA,"1645423","0",2007-10-01,2023-10-07,5850
"USGS","01306000","PATCHOGUE RIVER AT PATCHOGUE NY","ST",40.76555556,-73.0205556,"S","NAD83",0.5,0.01,"NGVD29","02030202","dv","00060","00003","104751",NA,"wat",NA,"1645423","0",1945-10-01,1976-09-29,9860
"USGS","01306000","PATCHOGUE RIVER AT PATCHOGUE NY","ST",40.76555556,-73.0205556,"S","NAD83",0.5,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1971-11-17,10
"USGS","01306200","EAST BRANCH BROWN CREEK AT SAYVILLE, N.Y.","ST",40.74315388,-73.06761059,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01306300","WEST BRANCH BROWN CREEK AT SAYVILLE, NY","ST",40.7425983,-73.0753886,"S","NAD83",5,2,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01306390","GREEN CREEK AT SAYVILLE, N.Y.","ST",40.74120946,-73.0934448,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01306440","CONNETQUOT BROOK AT CENTRAL ISLIP NY","ST",40.7925,-73.1655556,"S","NAD83",29.93,0.01,"NGVD29","02030202","dv","00060","00003","104752",NA,"wat",NA,"1645423","0",1978-03-09,2013-09-29,12772
"USGS","01306440","CONNETQUOT BROOK AT CENTRAL ISLIP NY","ST",40.7925,-73.1655556,"S","NAD83",29.93,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-02-28,1972-08-17,2
"USGS","01306460","CONNETQUOT BK NR CENTRAL ISLIP NY","ST",40.77227778,-73.1586667,"1","NAD83",15.1,0.01,"NGVD29","02030202","dv","00060","00003","226479",NA,"wat",NA,"1645423","0",1977-11-10,2023-10-06,16767
"USGS","01306460","CONNETQUOT BK NR CENTRAL ISLIP NY","ST",40.77227778,-73.1586667,"1","NAD83",15.1,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-02-28,1972-02-28,1
"USGS","01306460","CONNETQUOT BK NR CENTRAL ISLIP NY","ST",40.77227778,-73.1586667,"1","NAD83",15.1,0.01,"NGVD29","02030202","uv","00060",NA,"106542",NA,"wat",NA,"1645423","0",2007-10-01,2023-10-07,5850
"USGS","01306470","CONNETQUOT BROOK NEAR OAKDALE NY","ST",40.76315378,-73.1523354,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-02-28,1972-08-17,2
"USGS","01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY","ST",40.7500982,-73.1476133,"S","NAD83",NA,NA,NA,"02030202","dv","00060","00003","277724",NA,"wat",NA,"1645423","0",1971-10-06,2015-09-29,16064
"USGS","01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY","ST",40.7500982,-73.1476133,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-02-14,1975-04-01,26
"USGS","01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY","ST",40.7500982,-73.1476133,"S","NAD83",NA,NA,NA,"02030202","uv","00060",NA,"277720",NA,"wat",NA,"1645423","0",2007-10-01,2015-10-01,2922
"USGS","01306499","CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY","ST",40.74759826,-73.1503912,"S","NAD83",NA,NA,NA,"02030202","dv","00060","00003","277725",NA,"wat",NA,"1645423","0",1979-08-22,2015-09-29,13188
"USGS","01306499","CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY","ST",40.74759826,-73.1503912,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1974-06-26,23
"USGS","01306500","CONNETQUOT RIVER NEAR OAKDALE NY","ST",40.7475833,-73.15038889,"1","NAD83",NA,NA,NA,"02030202","dv","00060","00003","226324",NA,"wat",NA,"1645423","0",1943-10-01,2023-10-06,28873
"USGS","01306700","RATTLESNAKE BROOK NEAR OAKDALE, N.Y.","ST",40.747876,-73.145391,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01306900","CHAMPLIN CREEK NEAR ISLIP NY 306900","ST",40.75093156,-73.2009485,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-10,1967-04-10,2
"USGS","01306950","CHAMPLIN CREEK (ISLIP BLVD) NEAR ISLIP, N.Y.","ST",40.74343166,-73.2012263,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-10,1967-04-10,1
"USGS","01307000","CHAMPLIN CREEK AT ISLIP NY","ST",40.73694444,-73.2016667,"S","NAD83",10.85,0.01,"NGVD29","02030202","dv","00060","00003","292940",NA,"wat",NA,"1645423","0",1948-06-29,1969-09-29,7763
"USGS","01307000","CHAMPLIN CREEK AT ISLIP NY","ST",40.73694444,-73.2016667,"S","NAD83",10.85,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-08-15,1972-08-15,1
"USGS","01307000","CHAMPLIN CREEK AT ISLIP NY","ST",40.73694444,-73.2016667,"S","NAD83",10.85,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1972-08-15,14
"USGS","01307100","CHAMPLIN CREEK (MONTAUK HIGHWAY) AT ISLIP, N.Y.","ST",40.73065408,-73.2028932,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-10,1967-04-10,1
"USGS","01307150","CHAMPLIN C (HEAD OF TIDEWATER) AT ISLIP, N.Y.","ST",40.7248208,-73.20317099,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-10,1967-04-10,1
"USGS","01307200","OROWOC CREEK AT ISLIP  NY","ST",40.7334318,-73.2251161,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01307400","AWIXA CREEK AT ISLIP NY","ST",40.72759858,-73.2303941,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-02-29,1972-02-29,1
"USGS","01307400","AWIXA CREEK AT ISLIP NY","ST",40.72759858,-73.2303941,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1966-05-06,1
"USGS","01307500","PENATAQUIT CREEK AT BAY SHORE NY","ST",40.72694444,-73.2441667,"S","NAD83",6.64,0.01,"NGVD29","02030202","dv","00060","00003","104758",NA,"wat",NA,"1645423","0",1945-08-22,1976-09-29,11362
"USGS","01307500","PENATAQUIT CREEK AT BAY SHORE NY","ST",40.72694444,-73.2441667,"S","NAD83",6.64,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-12-17,1971-12-17,1
"USGS","01307500","PENATAQUIT CREEK AT BAY SHORE NY","ST",40.72694444,-73.2441667,"S","NAD83",6.64,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-06,1975-03-25,29
"USGS","01307695","TRUES CREEK NEAR WEST ISLIP NY","ST",40.697877,-73.28178498,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-04,1966-05-04,1
"USGS","01307780","WILLETTS CREEK NEAR BABYLON, N.Y.","ST",40.7012104,-73.30011888,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-04,1966-05-04,1
"USGS","01307900","SKOOKWAMS CREEK AT WEST ISLIP NY","ST",40.74204315,-73.30845209,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-04,1966-05-04,1
"USGS","01307920","SAMPAWAMS CK NR DEER PARK NY","ST",40.74093205,-73.3062298,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1972-02-23,1972-02-23,1
"USGS","01307920","SAMPAWAMS CK NR DEER PARK NY","ST",40.74093205,-73.3062298,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-05,1967-04-05,1
"USGS","01307950","SAMPAWAMS CREEK NEAR NORTH BABYLON NY","ST",40.7270434,-73.3123412,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-11-22,1972-02-23,2
"USGS","01307950","SAMPAWAMS CREEK NEAR NORTH BABYLON NY","ST",40.7270434,-73.3123412,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-05-23,1967-05-23,1
"USGS","01307970","SAMPAWAMS CK AT NORTH BABYLON NY","ST",40.71815469,-73.3137303,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-05,1967-04-05,1
"USGS","01308000","SAMPAWAMS CREEK AT BABYLON NY","ST",40.7043611,-73.31363889,"1","NAD83",6.36,0.01,"NGVD29","02030202","dv","00060","00003","104759",NA,"wat",NA,"1645423","0",1944-10-01,2023-10-06,28495
"USGS","01308000","SAMPAWAMS CREEK AT BABYLON NY","ST",40.7043611,-73.31363889,"1","NAD83",6.36,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-11-22,1971-11-22,2
"USGS","01308000","SAMPAWAMS CREEK AT BABYLON NY","ST",40.7043611,-73.31363889,"1","NAD83",6.36,0.01,"NGVD29","02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1966-05-04,1975-01-03,26
"USGS","01308000","SAMPAWAMS CREEK AT BABYLON NY","ST",40.7043611,-73.31363889,"1","NAD83",6.36,0.01,"NGVD29","02030202","uv","00060",NA,"167917",NA,"wat",NA,"1645423","0",2007-10-01,2023-10-07,5850
"USGS","01308200","SAMPAWAMS CK BL HAWLEYS LK AT BABYLON NY","ST",40.6967661,-73.3123415,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"wat","PHY","1645423","0",1967-04-05,1967-04-05,1
"USGS","01308310","CARLLS RIVER AT WEST BABYLON NY","ST",40.7320435,-73.34178658,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-11-09,1972-02-22,2
"USGS","01308420","ELDA LAKE TRIBUTARY AT NORTH BABYLON, N.Y.","ST",40.7312101,-73.32734168,"S","NAD83",NA,NA,NA,"02030202","qw","00060",NA,"0",NA,"oth","PHY","1645423","0",1971-11-09,1971-11-09,1
