"agency_cd","site_no","station_nm","site_tp_cd","lat_va","long_va","dec_lat_va","dec_long_va","coord_meth_cd","coord_acy_cd","coord_datum_cd","dec_coord_datum_cd","district_cd","state_cd","county_cd","country_cd","land_net_ds","map_nm","map_scale_fc","alt_va","alt_meth_cd","alt_acy_va","alt_datum_cd","huc_cd","basin_cd","topo_cd","instruments_cd","construction_dt","inventory_dt","drain_area_va","contrib_drain_area_va","tz_cd","local_time_fg","reliability_cd","gw_file_cd","nat_aqfr_cd","aqfr_cd","aqfr_type_cd","well_depth_va","hole_depth_va","depth_src_cd","project_no"
"USGS","01362198","ESOPUS CREEK AT SHANDAKEN NY","ST",420659,742320,42.11647855,-74.38848279,"M","S","NAD27","NAD83","36","36","111","US",NA,"SHANDAKEN, NY","  24000",1017.27,"L",0.01,"NGVD29","02020006",NA,NA,"YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,59.5,59.5,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362200","ESOPUS CREEK AT ALLABEN NY","ST",420701,742249,42.11694444,-74.38027778,"M","S","NAD83","NAD83","36","36","111","US",NA,"SHANDAKEN, NY","  24000",996.98,"X",0.01,"NAVD88","02020006",NA,"C","YYNNYNNNNNYNNNNNNNNNNNNNNNNNNN",NA,NA,63.7,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0136230002","WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY","ST",420447,742004.5,42.0797222,-74.3345833,"N","1","NAD83","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",870.52,"X",0.01,"NAVD88","02020006",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,20.6,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","01362342","HOLLOW TREE BROOK AT LANESVILLE NY","ST",420832,741554,42.1422222,-74.265,"M","S","NAD83","NAD83","36","36","039","US",NA,"LEXINGTON, NY","  24000",1476.46,"X",0.1,"NAVD88","02020006",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,1.95,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362370","STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY","ST",420607.3,741839.2,42.10202778,-74.31088889,"N","1","NAD83","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",947.52,"X",0.01,"NAVD88","02020006",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,30.9,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","01362380","STONY CLOVE CREEK NEAR PHOENICIA NY","ST",420553,741903,42.09814568,-74.31709199,"M","S","NAD27","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",892.69,"D",0.01,"NGVD29","02020006",NA,NA,"NNNNNNNNNYNNNNNNNNNNNNNNNNNNNN",NA,NA,31.5,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362465","BEAVER KILL TRIBUTARY ABOVE LAKE HILL NY","ST",420459,741059,42.08305556,-74.1830556,"M","S","NAD83","NAD83","36","36","111","US",NA,"BEARSVILLE, NY","  24000",NA,NA,NA,NA,"02020006",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,20000601,1.02,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362487","BEAVER KILL AT MOUNT TREMPER NY","ST",420248,741638,42.046758,-74.2768136,"M","S","NAD27","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",700,"M",10,"NAVD88","02020006",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,25,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362497","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY","ST",420110,741559,42.01944444,-74.26638889,"M","S","NAD83","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",658.36,"L",0.01,"NAVD88","02020006",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,16.5,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362500","ESOPUS CREEK AT COLDBROOK NY","ST",420052.1,741612.7,42.0144722,-74.2701944,"N","1","NAD83","NAD83","36","36","111","US",NA,"PHOENICIA, NY","  24000",621.54,"L",0.01,"NGVD29","02020006",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,192,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01371500","WALLKILL RIVER AT GARDINER NY","ST",414110.1,740955,41.68613889,-74.16527778,"N","1","NAD83","NAD83","36","36","111","US",NA,"GARDINER, NY","  24000",183.7,"X",0.01,"NAVD88","02020007",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,695,695,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01372051","FALL KILL AT POUGHKEEPSIE NY","ST",414236,735534,41.71,-73.9261111,"M","S","NAD83","NAD83","36","36","027","US",NA,"POUGHKEEPSIE, NY","  24000",148,"M",1,"NAVD88","02020008",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,18.8,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,"NAWQA"
"USGS","01413088","EAST BRANCH DELAWARE RIVER AT ROXBURY NY","ST",421737.7,743333.1,42.29380556,-74.5591944,"N","1","NAD83","NAD83","36","36","025","US",NA,"ROXBURY, NY","  24000",1478.33,"X",0.01,"NAVD88","02040102",NA,"C","YNYNYNYNNYNNNNNNNNNNNNNNNNNNNN",NA,20000509,13.5,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01415460","TERRY CLOVE KILL NEAR DE LANCEY NY","ST",420849.6,745418.8,42.1471111,-74.9052222,"G","1","NAD83","NAD83","36","36","025","US",NA,"HAMDEN, NY","  24000",1419.53,"X",0.08,"NAVD88","02040102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,7.91,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","01421614","TOWN BROOK TRIBUTARY SOUTHEAST OF HOBART NY","ST",422058,743640,42.34944444,-74.6111111,"M","S","NAD83","NAD83","36","36","025","US",NA,"ROXBURY, NY","  24000",NA,NA,NA,NA,"02040101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,0.76,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01421618","TOWN BROOK SOUTHEAST OF HOBART NY","ST",422140,743944,42.3611111,-74.6622222,"M","S","NAD83","NAD83","36","36","025","US",NA,"HOBART, NY","  24000",1658.43,"X",0.01,"NAVD88","02040101",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,14.3,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01422738","WOLF CREEK AT MUNDALE NY","ST",421534,750231,42.25944444,-75.0419444,"M","S","NAD83","NAD83","36","36","025","US",NA,"TREADWELL, NY","  24000",NA,NA,NA,NA,"02040101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,0.61,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01422747","EAST BROOK EAST OF WALTON NY","ST",421021.6,750718.9,42.17266667,-75.1219167,"N","1","NAD83","NAD83","36","36","025","US",NA,"WALTON EAST, NY","  24000",1219.09,"L",0.02,"NAVD88","02040101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,24.7,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0143400680","E BR NEVERSINK R NORTHEAST OF DENNING NY","ST",415801,742653,41.96694444,-74.4480556,"M","S","NAD83","NAD83","36","36","111","US",NA,"PEEKAMOOSE MOUNTAIN,","  24000",2140.7,"X",0.01,"NAVD88","02040104",NA,"C","YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,8.93,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01434021","W BR NEVERSINK R AT WINNISOOK L NR FROST VALLEY NY","ST",420040,742452,42.0111111,-74.4144444,"M","S","NAD83","NAD83","36","36","111","US",NA,"SHANDAKEN, NY","  24000",2675,"Z",0.01,"NAVD88","02040104",NA,"V","YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,0.83,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01434025","BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY","ST",415945.9,743000.8,41.9960833,-74.5002222,"G","1","NAD83","NAD83","36","36","111","US",NA,"CLARYVILLE, NY","  24000",2057.25,"X",0.09,"NAVD88","02040104",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,3.72,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01435000","NEVERSINK RIVER NEAR CLARYVILLE NY","ST",415323.8,743523.3,41.88994444,-74.5898056,"N","1","NAD83","NAD83","36","36","105","US",NA,"CLARYVILLE, NY","  24000",1521.67,"Z",0.01,"NAVD88","02040104",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,66.6,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04213500","CATTARAUGUS CREEK AT GOWANDA NY","ST",422748.4,785604.3,42.46344444,-78.9345278,"N","1","NAD83","NAD83","36","36","029","US",NA,"GOWANDA, NY","  24000",738.36,"L",0.01,"NAVD88","04120102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,436,436,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04217000","TONAWANDA CREEK AT BATAVIA NY","ST",425949.7,781117.4,42.99713889,-78.1881667,"N","1","NAD83","NAD83","36","36","037","US",NA,"BATAVIA SOUTH, NY","  24000",875.84,"L",0.01,"NAVD88","04120104",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,171,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04232040","IRONDEQUOIT CREEK NEAR PITTSFORD NY","ST",430315,772927,43.05416667,-77.4908333,"M","S","NAD83","NAD83","36","36","055","US",NA,"FAIRPORT, NY","  24000",405,"M",10,"NGVD29","04140101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,44.4,44.4,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04232046","THOMAS CREEK AT FAIRPORT NY","ST",430622,772743,43.1061111,-77.4619444,"M","S","NAD83","NAD83","36","36","055","US",NA,"FAIRPORT, NY","  24000",403,"M",10,"NGVD29","04140101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,29.5,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04232047","IRONDEQUOIT CR @ LINDEN AVE., E ROCHESTER NY","ST",430716,772835,43.1211111,-77.47638889,"M","S","NAD83","NAD83","36","36","055","US",NA,"FAIRPORT, NY","  24000",341.46,"L",0.01,"NGVD29","04140101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,101,96,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY","ST",430842,773043,43.145,-77.5119444,"M","S","NAD83","NAD83","36","36","055","US",NA,"ROCHESTER EAST, NY","  24000",247.51,"X",0.1,"NAVD88","04140101",NA,NA,"YNYNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,142,134.22,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240145","SPAFFORD CREEK AT BROMLEY RD NR SPAFFORD NY","ST",424715,761148,42.7875,-76.1966667,"M","S","NAD83","NAD83","36","36","067","US",NA,"OTISCO VALLEY, NY","  24000",1020,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,3.14,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240150","SPAFFORD CREEK AT SAWMILL RD AT OTISCO VALLEY NY","ST",424933,761407,42.8258333,-76.23527778,"M","S","NAD83","NAD83","36","36","067","US",NA,"OTISCO VALLEY, NY","  24000",800,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,8.06,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0424015305","RICE BROOK AT RICE GROVE NY","ST",425107,761532,42.85194444,-76.25888889,"M","S","NAD83","NAD83","36","36","067","US",NA,"SPAFFORD, NY","  24000",800,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,2.44,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0424016205","WILLOW BROOK AT LADER POINT NY","ST",425231,761820,42.87527778,-76.3055556,"M","S","NAD83","NAD83","36","36","067","US",NA,"MARCELLUS, NY","  24000",800,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,3.73,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0424016825","AMBER BROOK AT AMBER NY","ST",425322,761750,42.88944444,-76.2972222,"M","S","NAD83","NAD83","36","36","067","US",NA,"MARCELLUS, NY","  24000",800,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,3.69,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0424016975","VAN BENTHUYSEN BROOK AT AMBER NY","ST",425340,761807,42.89444444,-76.3019444,"M","S","NAD83","NAD83","36","36","067","US",NA,"MARCELLUS, NY","  24000",800,"M",10,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,5.84,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240180","NINEMILE CREEK NEAR MARIETTA NY","ST",425515,761946,42.9208333,-76.3294444,"M","S","NAD83","NAD83","36","36","067","US",NA,"MARCELLUS, NY","  24000",748.25,"L",0.01,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,45.1,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240200","NINEMILE CREEK AT CAMILLUS NY","ST",430221,761829,43.03916667,-76.3080556,"M","S","NAD83","NAD83","36","36","067","US",NA,"CAMILLUS, NY","  24000",398.56,"L",0.01,"NGVD29","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,84.3,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04245236","MEADOW BROOK AT HURLBURT RD, SYRACUSE NY","ST",430231.1,760602.1,43.0419722,-76.1005833,"N","1","NAD83","NAD83","36","36","067","US",NA,"SYRACUSE EAST, NY","  24000",511.5,"L",0.01,"NGVD29","04140202",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,2.94,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04249000","OSWEGO RIVER AT LOCK 7, OSWEGO NY","ST",432706,763019,43.45166667,-76.50527778,"M","S","NAD83","NAD83","36","36","075","US",NA,"OSWEGO WEST, NY","  24000",244.47,"L",0.01,"NAVD88","04140203",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,5100,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04250750","SANDY CREEK NEAR ADAMS NY","ST",434849.3,760428,43.81369444,-76.0744444,"N","1","NAD83","NAD83","36","36","045","US",NA,"ADAMS, NY","  24000",523.26,"L",0.01,"NAVD88","04140102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,137,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04260500","BLACK RIVER AT WATERTOWN NY","ST",435909,755528.6,43.9858333,-75.9246111,"N","1","NAD83","NAD83","36","36","045","US",NA,"WATERTOWN, NY","  24000",374.09,"X",0.01,"NAVD88","04150101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,1864,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY","ST",443558,752244,44.5994444,-75.37888889,"M","S","NAD83","NAD83","36","36","089","US",NA,"HEUVELTON, NY","  24000",287.68,"X",0.01,"NAVD88","04150302",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,986,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04264331","ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY","ST",450022,744742,45.0061111,-74.795,"M","S","NAD83","NAD83","36","36","089","US",NA,"CORNWALL WEST, ON","  24000",NA,NA,NA,NA,"04150310",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,298800,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04268000","RAQUETTE RIVER AT RAYMONDVILLE NY","ST",445020,745844,44.83888889,-74.97888889,"N","1","NAD83","NAD83","36","36","089","US",NA,"NORFOLK, NY","  24000",182.94,"X",0.01,"NAVD88","04150305",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,1125,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04269000","ST. REGIS RIVER AT BRASHER CENTER NY","ST",445149.4,744643.3,44.8637222,-74.7786944,"N","1","NAD83","NAD83","36","36","089","US",NA,"BRASHER FALLS, NY","  24000",216.83,"X",0.01,"NAVD88","04150306",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,612,612,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
