"agency_cd","site_no","station_nm","site_tp_cd","lat_va","long_va","dec_lat_va","dec_long_va","coord_meth_cd","coord_acy_cd","coord_datum_cd","dec_coord_datum_cd","district_cd","state_cd","county_cd","country_cd","land_net_ds","map_nm","map_scale_fc","alt_va","alt_meth_cd","alt_acy_va","alt_datum_cd","huc_cd","basin_cd","topo_cd","instruments_cd","construction_dt","inventory_dt","drain_area_va","contrib_drain_area_va","tz_cd","local_time_fg","reliability_cd","gw_file_cd","nat_aqfr_cd","aqfr_cd","aqfr_type_cd","well_depth_va","hole_depth_va","depth_src_cd","project_no"
"USGS","01310500","EAST MEADOW BROOK AT FREEPORT NY","ST",403956.3,733412.3,40.66563889,-73.5700833,"N","1","NAD83","NAD83","36","36","059","US",NA,"FREEPORT, NY","  24000",10.45,"L",0.01,"NGVD29","02030202",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,28.7,NA,"EST","N","M","NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01311000","PINES BROOK AT MALVERNE NY","ST",403959,733933,40.66638889,-73.6591667,"M","S","NAD83","NAD83","36","36","059","US",NA,"LYNBROOK, NY","  24000",7.11,"L",0.01,"NGVD29","02030202",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,10.1,NA,"EST","N","M","NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01319000","EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY","ST",432825,741323,43.4736111,-74.2230556,"M","S","NAD83","NAD83","36","36","041","US",NA,"GRIFFIN, NY","  24000",1254.32,"L",0.01,"NGVD29","02020002",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,114,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01351500","SCHOHARIE CREEK AT BURTONSVILLE NY","ST",424800.1,741546,42.80002778,-74.26277778,"N","1","NAD83","NAD83","36","36","093","US",NA,"ESPERANCE, NY","  24000",507.44,"X",0.01,"NAVD88","02020005",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,886,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01357500","MOHAWK RIVER AT COHOES NY","ST",424707.4,734228,42.78538889,-73.70777778,"N","1","NAD83","NAD83","36","36","001","US",NA,"TROY NORTH, NY","  24000",48.47,"L",0.01,"NAVD88","02020004",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,3450,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01358000","HUDSON RIVER AT GREEN ISLAND NY","ST",424508,734120,42.7522222,-73.68888889,"M","S","NAD83","NAD83","36","36","001","US",NA,"TROY NORTH, NY","  24000",-0.92,"L",0.01,"NAVD88","02020003",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,8090,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01362198","ESOPUS CREEK AT SHANDAKEN NY","ST",420659,742320,42.11647855,-74.38848279,"M","S","NAD27","NAD83","36","36","111","US",NA,"SHANDAKEN, NY","  24000",1017.27,"L",0.01,"NGVD29","02020006",NA,NA,"YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,59.5,59.5,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY","ST",413911,735221,41.65305556,-73.8725,"M","S","NAD83","NAD83","36","36","027","US",NA,"PLEASANT VALLEY, NY","  24000",114.37,"R",0.01,"NGVD29","02020008",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,181,181,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01373500","FISHKILL CREEK AT BEACON NY","ST",413042.7,735653.3,41.5118611,-73.94813889,"N","1","NAD83","NAD83","36","36","027","US",NA,"WAPPINGERS FALLS, NY","  24000",131.17,"L",0.01,"NGVD29","02020008",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,190,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01420500","BEAVER KILL AT COOKS FALLS NY","ST",415647.1,745846.8,41.94641667,-74.9796667,"N","1","NAD83","NAD83","36","36","025","US",NA,"ROSCOE, NY","  24000",1153.66,"X",0.12,"NAVD88","02040102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,241,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01421000","EAST BRANCH DELAWARE RIVER AT FISHS EDDY NY","ST",415823.8,751029,41.97327778,-75.1747222,"N","1","NAD83","NAD83","36","36","025","US",NA,"FISHS EDDY, NY","  24000",955.47,"X",0.01,"NAVD88","02040102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,784,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01425675","OQUAGA CREEK NEAR NORTH SANFORD NY","ST",421028,752624,42.17444444,-75.44,"M","S","NAD83","NAD83","36","36","007","US",NA,"NORTH SANFORD, NY","  24000",NA,NA,NA,NA,"02040101",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,4.69,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01426500","WEST BRANCH DELAWARE RIVER AT HALE EDDY NY","ST",420010.9,752300.7,42.00302778,-75.38352778,"N","1","NAD83","NAD83","36","36","025","US",NA,"DEPOSIT, NY","  24000",945.98,"L",0.01,"NAVD88","02040101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,595,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01427500","CALLICOON CREEK AT CALLICOON NY","ST",414538,750254.2,41.76055556,-75.04838889,"N","1","NAD83","NAD83","36","36","105","US",NA,"CALLICOON, NY","  24000",759.3,"L",0.01,"NAVD88","02040101",NA,NA,"YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,110,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01433500","MONGAUP RIVER NEAR MONGAUP NY","ST",412740.4,744531.6,41.4612222,-74.75877778,"N","1","NAD83","NAD83","36","36","105","US",NA,"POND EDDY, NY","  24000",623.49,"X",0.01,"NAVD88","02040104",NA,NA,"YNNNYNYNNNNNNNNNYNNNNNNNNNNNNN",NA,NA,200,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01500500","SUSQUEHANNA RIVER AT UNADILLA NY","ST",421917.4,751859,42.3215,-75.31638889,"N","1","NAD83","NAD83","36","36","077","US",NA,"UNADILLA, NY","  24000",995.71,"X",0.13,"NAVD88","02050101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,982,982,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01508803","WEST BR TIOUGHNIOGA RIVER AT HOMER NY","ST",423818,761035,42.6383333,-76.17638889,"M","S","NAD83","NAD83","36","36","023","US",NA,"HOMER, NY","  24000",1114.81,"L",0.01,"NGVD29","02050102",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,71.5,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01509150","GRIDLEY CREEK ABOVE EAST VIRGIL NY","ST",423004,760737,42.5011111,-76.1269444,"M","S","NAD83","NAD83","36","36","023","US",NA,"CORTLAND, NY","  24000",1270,"M",10,"NGVD29","02050102",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,10.4,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01520500","TIOGA RIVER AT LINDLEY NY","ST",420143,770756,42.0286111,-77.1322222,"M","S","NAD83","NAD83","36","36","101","US",NA,"ADDISON, NY","  24000",963.91,"X",0.01,"NAVD88","02050104",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,771,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01528000","FIVEMILE CREEK NEAR KANONA NY","ST",422318,772128,42.3883333,-77.35777778,"M","S","NAD83","NAD83","36","36","101","US",NA,"RHEIMS, NY","  24000",1170.3,"L",0.01,"NGVD29","02050105",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,66.8,66.8,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","01531000","CHEMUNG RIVER AT CHEMUNG NY","ST",420008,763805,42.0022222,-76.6347222,"M","S","NAD83","NAD83","36","36","015","US",NA,"WELLSBURG, NY","  24000",778.66,"X",0.09,"NAVD88","02050105",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,2506,2506,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","03011020","ALLEGHENY RIVER AT SALAMANCA NY","ST",420924.6,784256,42.1568333,-78.7155556,"N","1","NAD83","NAD83","36","36","009","US",NA,"SALAMANCA, NY","  24000",1357.49,"L",0.01,"NAVD88","05010001",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,1608,1608,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","03013000","CONEWANGO CREEK AT WATERBORO NY","ST",421015,790409,42.1708333,-79.0691667,"M","S","NAD83","NAD83","36","36","013","US",NA,"KENNEDY, NY","  24000",1255.3,"L",0.01,"NGVD29","05010002",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,290,290,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","03014500","CHADAKOIN RIVER AT FALCONER NY","ST",420645.5,791213.1,42.11263889,-79.20363889,"N","1","NAD83","NAD83","36","36","013","US",NA,"JAMESTOWN, NY","  24000",1255.88,"L",0.01,"NAVD88","05010002",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,194,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04213319","CHAUTAUQUA CREEK BELOW WESTFIELD NY","ST",421950.9,793523.7,42.33080556,-79.5899167,"D","1","NAD83","NAD83","36","36","013","US",NA,"WESTFIELD, NY","  24000",613.62,"X",0.22,"NAVD88","04120101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,35,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04213376","CANADAWAY CREEK AT FREDONIA NY","ST",422702.3,792101.6,42.45063889,-79.3504444,"N","1","NAD83","NAD83","36","36","013","US",NA,"DUNKIRK, NY","  24000",637.01,"X",0.01,"NAVD88","04120101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,32.9,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04213394","SILVER CREEK AT US ROUTE 20 AT SILVER CREEK NY","ST",423238.1,790952.8,42.54391667,-79.1646667,"N","1","NAD83","NAD83","36","36","013","US",NA,"SILVER CREEK, NY","  24000",576.85,"X",0.01,"NAVD88","04120101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,25.2,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","04213401","WALNUT CREEK AT US ROUTE 20 AT SILVER CREEK NY","ST",423218.1,791008.3,42.5383611,-79.1689722,"N","S","NAD83","NAD83","36","36","013","US",NA,"SILVER CREEK, NY","  24000",587.55,"X",0.08,"NAVD88","04120101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,25.6,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04213500","CATTARAUGUS CREEK AT GOWANDA NY","ST",422748.4,785604.3,42.46344444,-78.9345278,"N","1","NAD83","NAD83","36","36","029","US",NA,"GOWANDA, NY","  24000",738.36,"L",0.01,"NAVD88","04120102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,436,436,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04214060","BIG SISTER CREEK AT EVANS CENTER NY","ST",423925.7,790207.8,42.65713889,-79.0355,"N","1","NAD83","NAD83","36","36","029","US",NA,"ANGOLA, NY","  24000",591.72,"Y",0.01,"NAVD88","04120103",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,48.4,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","0421422210","EIGHTEENMILE CREEK AT HAMBURG NY","ST",424223.6,785057.3,42.70655556,-78.84925,"N","1","NAD83","NAD83","36","36","029","US",NA,"HAMBURG, NY","  24000",741.37,"X",0.01,"NAVD88","04120103",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,61.5,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","04214231","S BR EIGHTEENMILE CR AT BLEY RD AT EDEN VALLEY","ST",424049,785243.3,42.68027778,-78.8786944,"N","1","NAD83","NAD83","36","36","029","US",NA,"EDEN, NY","  24000",734.14,"X",0.01,"NAVD88","04120103",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,36.6,NA,"EST","N",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","04214500","BUFFALO CREEK AT GARDENVILLE NY","ST",425116.6,784523.1,42.8546111,-78.7564167,"N","1","NAD83","NAD83","36","36","029","US",NA,"BUFFALO SE, NY","  24000",603.11,"L",0.01,"NAVD88","04120103",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,142,142,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04215000","CAYUGA CREEK NEAR LANCASTER NY","ST",425324.3,783841.8,42.8900833,-78.6449444,"N","1","NAD83","NAD83","36","36","029","US",NA,"LANCASTER, NY","  24000",671.51,"L",0.01,"NAVD88","04120103",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,96.4,96.4,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04215500","CAZENOVIA CREEK AT EBENEZER NY","ST",424946.3,784630.1,42.82952778,-78.7750278,"N","1","NAD83","NAD83","36","36","029","US",NA,"BUFFALO SE, NY","  24000",603.8,"X",0.01,"NAVD88","04120103",NA,NA,"YNYNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,135,135,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04218000","TONAWANDA CREEK AT RAPIDS NY","ST",430536.6,783810.2,43.0935,-78.6361667,"N","1","NAD83","NAD83","36","36","063","US",NA,"CLARENCE CENTER, NY","  24000",570.7,"L",0.01,"NAVD88","04120104",NA,NA,"YNYNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,349,349,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04218518","ELLICOTT CREEK BELOW WILLIAMSVILLE NY","ST",425840.6,784549.3,42.97794444,-78.7636944,"N","1","NAD83","NAD83","36","36","029","US",NA,"BUFFALO NE, NY","  24000",585.95,"L",0.01,"NAVD88","04120104",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,79.7,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04225500","CANASERAGA CREEK AT GROVELAND NY","ST",423940,774606,42.6611111,-77.7683333,"M","S","NAD83","NAD83","36","36","051","US",NA,"SONYEA, NY","  24000",565.42,"L",0.01,"NGVD29","04130002",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,185,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04230500","OATKA CREEK AT GARBUTT NY","ST",430036,774729,43.01,-77.79138889,"M","S","NAD83","NAD83","36","36","055","US",NA,"CLIFTON, NY","  24000",560.15,"X",0.01,"NAVD88","04130003",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,205,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04231000","BLACK CREEK AT CHURCHVILLE NY","ST",430602,775256,43.10055556,-77.8822222,"M","S","NAD83","NAD83","36","36","055","US",NA,"CHURCHVILLE, NY","  24000",551.88,"L",0.01,"NGVD29","04130003",NA,NA,"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,130,130,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240120","LEY CREEK AT PARK STREET, SYRACUSE NY","ST",430438,761013,43.0772222,-76.17027778,"M","S","NAD83","NAD83","36","36","067","US",NA,"SYRACUSE WEST, NY","  24000",362.17,"L",0.01,"NAVD88","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,29.9,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04240300","NINEMILE CREEK AT LAKELAND NY","ST",430451,761335,43.0808333,-76.22638889,"M","S","NAD83","NAD83","36","36","067","US",NA,"SYRACUSE WEST, NY","  24000",360.09,"L",0.01,"NAVD88","04140201",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,115,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04249000","OSWEGO RIVER AT LOCK 7, OSWEGO NY","ST",432706,763019,43.45166667,-76.50527778,"M","S","NAD83","NAD83","36","36","075","US",NA,"OSWEGO WEST, NY","  24000",244.47,"L",0.01,"NAVD88","04140203",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,5100,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04250750","SANDY CREEK NEAR ADAMS NY","ST",434849.3,760428,43.81369444,-76.0744444,"N","1","NAD83","NAD83","36","36","045","US",NA,"ADAMS, NY","  24000",523.26,"L",0.01,"NAVD88","04140102",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,137,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04256485","WOODS LAKE OUTLET NR BIG MOOSE NY","ST",435156.37,745718.43,43.8656583,-74.9551194,"N","H","NAD83","NAD83","36","36","043","US",NA,"BIG MOOSE, NY","  24000",1980,"M",10,"NGVD29","04150101",NA,"C","YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,0.8,NA,"EST","N","C","NNNNNNNN",NA,NA,NA,NA,NA,NA,"MCHALE-ALTM"
"USGS","04260500","BLACK RIVER AT WATERTOWN NY","ST",435909,755528.6,43.9858333,-75.9246111,"N","1","NAD83","NAD83","36","36","045","US",NA,"WATERTOWN, NY","  24000",374.09,"X",0.01,"NAVD88","04150101",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,1864,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY","ST",443558,752244,44.5994444,-75.37888889,"M","S","NAD83","NAD83","36","36","089","US",NA,"HEUVELTON, NY","  24000",287.68,"X",0.01,"NAVD88","04150302",NA,NA,"YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,986,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
"USGS","04264331","ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY","ST",450022,744742,45.0061111,-74.795,"M","S","NAD83","NAD83","36","36","089","US",NA,"CORNWALL WEST, ON","  24000",NA,NA,NA,NA,"04150310",NA,NA,"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN",NA,NA,298800,NA,"EST","N",NA,"NNNNNNNN",NA,NA,NA,NA,NA,NA,NA
