"site_no","station_nm","dec_lat_va","dec_long_va","begin_date","end_date","count_nu","latitude","longitude","begin_date_flow","end_date_flow","nflowdays"
"04232006","GENESEE R AT CHARLOTTE DOCKS AT ROCHESTER NY",43.2239508,-77.616113,1988-05-02,1992-11-04,35,43.2239508,-77.616113,"1970-10-16","1994-08-11",106
"04264000","ST. LAWRENCE RIVER AT OGDENSBURG NY",44.6889511,-75.51244929,1955-04-26,1969-05-06,35,44.6889511,-75.51244929,"1955-04-26","1970-09-09",57
"01354000","MOHAWK RIVER AT TRIBES HILL NY",42.9447222,-74.2880556,1973-10-10,1977-07-28,35,42.9447222,-74.2880556,"1974-10-07","1979-08-27",53
"01420500","BEAVER KILL AT COOKS FALLS NY",41.94641667,-74.9796667,1954-04-06,1988-08-31,33,41.94641667,-74.9796667,"1913-07-25","2023-10-06",40168
"01508803","WEST BR TIOUGHNIOGA RIVER AT HOMER NY",42.6383333,-76.17638889,1957-02-20,1980-12-09,33,42.6383333,-76.17638889,"1966-11-22","1986-09-29",5791
"01528000","FIVEMILE CREEK NEAR KANONA NY",42.3883333,-77.35777778,1953-04-22,1975-05-21,32,42.3883333,-77.35777778,"1937-02-21","1995-03-31",21223
"01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY",40.7500982,-73.1476133,1968-10-18,1996-08-12,31,40.7500982,-73.1476133,"1971-10-06","2015-09-29",16064
"04215000","CAYUGA CREEK NEAR LANCASTER NY",42.8900833,-78.6449444,1951-06-20,2019-11-01,30,42.8900833,-78.6449444,"1938-09-15","2023-10-06",29030
"04268700","ST. REGIS RIVER AT ST. REGIS FALLS NY",44.6725,-74.5480556,1959-09-22,1962-09-01,30,44.6725,-74.5480556,"1958-10-01","1968-09-29",3652
"01342602","MOHAWK RIVER NEAR UTICA NY",43.09369444,-75.1579167,1988-04-11,1991-08-27,29,43.09369444,-75.1579167,"2014-09-18","2023-10-06",3306
"04248250","OSWEGO R AT LOCK 5 AT MINETTO NY",43.4003462,-76.4732727,1988-04-04,1991-08-29,29,43.4003462,-76.4732727,"1988-04-04","1991-08-29",30
"04237410","SENECA RIVER AT JACKS REEF, NEAR MEMPHIS NY",43.09867785,-76.4229907,1988-04-04,1991-08-29,29,43.09867785,-76.4229907,"1988-04-04","1990-09-19",23
"04249000","OSWEGO RIVER AT LOCK 7, OSWEGO NY",43.45166667,-76.50527778,1957-08-28,1992-11-03,26,43.45166667,-76.50527778,"1900-10-01","2023-10-06",34400
"04215500","CAZENOVIA CREEK AT EBENEZER NY",42.82952778,-78.7750278,1951-06-20,2019-11-01,26,42.82952778,-78.7750278,"1940-06-24","2023-10-06",30420
"01319000","EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY",43.4736111,-74.2230556,1957-02-07,1975-05-15,26,43.4736111,-74.2230556,"1933-10-01","1978-05-31",16314
"04219640","NIAGARA RIVER (LAKE ONTARIO) AT FORT NIAGARA NY",43.2694988,-79.064214,1987-05-19,1992-11-04,26,43.2694988,-79.064214,"1973-10-24","1995-08-10",154
"03013000","CONEWANGO CREEK AT WATERBORO NY",42.1708333,-79.0691667,1973-10-23,1975-10-22,25,42.1708333,-79.0691667,"1938-09-23","1993-09-29",20096
"01325420","HUDSON RIVER AT CORINTH NY",43.2486111,-73.8319444,1973-10-16,1991-08-28,25,43.2486111,-73.8319444,"1969-04-23","1987-03-27",80
"04264331","ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY",45.0061111,-74.795,1955-04-27,1992-10-05,24,45.0061111,-74.795,"1935-10-01","2023-04-30",31989
"03014500","CHADAKOIN RIVER AT FALCONER NY",42.11263889,-79.20363889,1952-05-17,1990-11-13,23,42.11263889,-79.20363889,"1934-10-28","2023-10-06",32486
"04218000","TONAWANDA CREEK AT RAPIDS NY",43.0935,-78.6361667,1963-05-08,2019-11-02,23,43.0935,-78.6361667,"1955-08-01","2023-10-06",19792
"01331095","HUDSON RIVER AT STILLWATER NY",42.93555556,-73.6516667,1973-10-02,1975-05-27,23,42.93555556,-73.6516667,"1977-03-01","2023-10-07",17022
"04225500","CANASERAGA CREEK AT GROVELAND NY",42.6611111,-77.7683333,1960-10-01,1962-08-29,23,42.6611111,-77.7683333,"1915-10-01","1964-09-29",4747
"01500500","SUSQUEHANNA RIVER AT UNADILLA NY",42.3215,-75.31638889,1954-04-07,1975-05-19,22,42.3215,-75.31638889,"1938-06-08","2023-10-05",24042
"04250750","SANDY CREEK NEAR ADAMS NY",43.81369444,-76.0744444,1964-07-10,1992-08-12,22,43.81369444,-76.0744444,"1957-08-22","2023-10-06",21513
"01427500","CALLICOON CREEK AT CALLICOON NY",41.76055556,-75.04838889,1954-04-06,1975-04-23,22,41.76055556,-75.04838889,"1940-10-01","2023-10-06",17169
"04213319","CHAUTAUQUA CREEK BELOW WESTFIELD NY",42.33080556,-79.5899167,2017-11-07,2019-10-31,22,42.33080556,-79.5899167,"2017-08-09","2023-10-07",2251
"04213376","CANADAWAY CREEK AT FREDONIA NY",42.45063889,-79.3504444,2017-11-07,2019-10-31,22,42.45063889,-79.3504444,"2017-08-10","2023-10-06",2249
"04213401","WALNUT CREEK AT US ROUTE 20 AT SILVER CREEK NY",42.5383611,-79.1689722,2017-11-06,2019-10-31,22,42.5383611,-79.1689722,"2017-09-19","2023-10-07",2209
"04213394","SILVER CREEK AT US ROUTE 20 AT SILVER CREEK NY",42.54391667,-79.1646667,2017-11-06,2019-10-31,22,42.54391667,-79.1646667,"2017-09-20","2023-10-07",2208
"04214060","BIG SISTER CREEK AT EVANS CENTER NY",42.65713889,-79.0355,1963-07-02,2019-11-01,22,42.65713889,-79.0355,"2017-09-22","2023-10-07",2206
"01438000","NEVERSINK RIVER AT PORT JERVIS NY",41.361205,-74.6848851,1961-10-19,1975-06-19,22,41.361205,-74.6848851,"1970-10-14","1972-09-27",21
"03011020","ALLEGHENY RIVER AT SALAMANCA NY",42.1568333,-78.7155556,1967-07-05,1991-08-26,21,42.1568333,-78.7155556,"1903-09-04","2023-10-06",43863
"04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY",44.5994444,-75.37888889,1955-04-26,1988-06-22,21,44.5994444,-75.37888889,"1916-06-23","2023-10-06",39187
"01433500","MONGAUP RIVER NEAR MONGAUP NY",41.4612222,-74.75877778,1954-04-06,1975-04-22,21,41.4612222,-74.75877778,"1939-08-15","2023-10-06",23977
"01327750","HUDSON RIVER AT FORT EDWARD NY",43.26938889,-73.5958333,1973-10-16,1975-05-29,21,43.26938889,-73.5958333,"1899-01-01","2023-10-06",20746
"04218518","ELLICOTT CREEK BELOW WILLIAMSVILLE NY",42.97794444,-78.7636944,2017-11-08,2019-11-01,21,42.97794444,-78.7636944,"1972-10-01","2023-10-06",18633
"04240120","LEY CREEK AT PARK STREET, SYRACUSE NY",43.0772222,-76.17027778,1989-03-28,1990-11-13,21,43.0772222,-76.17027778,"1970-09-01","2020-10-04",17503
"04240300","NINEMILE CREEK AT LAKELAND NY",43.0808333,-76.22638889,1989-03-28,1990-11-13,21,43.0808333,-76.22638889,"1970-11-18","2019-09-30",17210
"04214231","S BR EIGHTEENMILE CR AT BLEY RD AT EDEN VALLEY",42.68027778,-78.8786944,2017-11-06,2019-11-01,21,42.68027778,-78.8786944,"2017-09-19","2023-10-07",2209
"0421422210","EIGHTEENMILE CREEK AT HAMBURG NY",42.70655556,-78.84925,2017-11-06,2019-11-01,21,42.70655556,-78.84925,"2017-09-21","2023-10-07",2207
