"site_no","station_nm","dec_lat_va","dec_long_va","begin_date","end_date","count_nu","latitude","longitude","begin_date_flow","end_date_flow","nflowdays"
"0423204140","MILL CR TRIB SITEA-MILL RD NR BUSHNELL BASIN NY",43.06061866,-77.50471848,1994-03-07,2000-11-27,111,43.06061866,-77.50471848,"1995-07-07","2000-09-30",1912
"04268000","RAQUETTE RIVER AT RAYMONDVILLE NY",44.83888889,-74.97888889,1969-08-19,2016-01-12,110,44.83888889,-74.97888889,"1943-11-29","2023-10-06",28802
"04240145","SPAFFORD CREEK AT BROMLEY RD NR SPAFFORD NY",42.7875,-76.1966667,1981-09-22,2008-12-10,110,42.7875,-76.1966667,"1981-11-01","1983-09-29",698
"0423204141","MILL CR TRIB SITEB-MILL RD NR BUSHNELL BASIN NY",43.06061866,-77.5030518,1994-03-07,2000-11-27,108,43.06061866,-77.5030518,"1995-07-06","2000-09-30",1913
"01362200","ESOPUS CREEK AT ALLABEN NY",42.11694444,-74.38027778,1993-04-13,2016-08-04,104,42.11694444,-74.38027778,"1963-10-01","2023-10-06",21919
"04220045","OAK ORCHARD CREEK NEAR SHELBY NY",43.17430556,-78.38638889,2008-11-06,2019-08-28,104,43.17430556,-78.38638889,"2008-12-04","2023-10-06",5420
"04230650","GENESEE R AT BALLANTYNE BRIDGE NEAR MORTIMER NY",43.09294444,-77.6808333,2010-10-05,2014-05-13,98,43.09294444,-77.6808333,"2021-03-17","2023-10-07",934
"0424016825","AMBER BROOK AT AMBER NY",42.88944444,-76.2972222,1981-09-22,1983-10-18,91,42.88944444,-76.2972222,"1981-11-01","1983-09-29",698
"01308500","CARLLS RIVER AT BABYLON NY",40.7089722,-73.3288056,1971-11-09,1997-06-17,90,40.7089722,-73.3288056,"1944-10-01","2022-10-02",28491
"01327750","HUDSON RIVER AT FORT EDWARD NY",43.26938889,-73.5958333,1970-10-15,1975-05-29,86,43.26938889,-73.5958333,"1899-01-01","2023-10-06",20746
"01309950","BELLMORE CREEK NEAR BELLMORE NY",40.67866667,-73.5158611,1971-10-07,2001-04-18,86,40.67866667,-73.5158611,"1972-10-01","2023-10-06",15170
"01306499","CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY",40.74759826,-73.1503912,1971-12-28,1995-08-14,86,40.74759826,-73.1503912,"1979-08-22","2015-09-29",13188
"04250200","SALMON RIVER AT PINEVILLE NY",43.53119444,-76.0376944,2011-10-20,2018-09-05,86,43.53119444,-76.0376944,"1992-11-05","2023-10-06",11293
"0424016205","WILLOW BROOK AT LADER POINT NY",42.87527778,-76.3055556,1981-09-22,1983-06-21,81,42.87527778,-76.3055556,"1981-11-01","1983-09-29",698
"01302500","GLEN COVE CREEK AT GLEN COVE NY",40.8633333,-73.6341667,1971-10-08,1996-02-12,80,40.8633333,-73.6341667,"1938-10-01","2010-09-29",24407
"01354000","MOHAWK RIVER AT TRIBES HILL NY",42.9447222,-74.2880556,1973-04-24,1979-08-27,80,42.9447222,-74.2880556,"1974-10-07","1979-08-27",53
"01308000","SAMPAWAMS CREEK AT BABYLON NY",40.7043611,-73.31363889,1971-11-22,1997-06-17,79,40.7043611,-73.31363889,"1944-10-01","2023-10-06",28495
"04214500","BUFFALO CREEK AT GARDENVILLE NY",42.8546111,-78.7564167,1970-10-22,2019-11-01,78,42.8546111,-78.7564167,"1938-10-01","2023-10-06",29225
"0424016975","VAN BENTHUYSEN BROOK AT AMBER NY",42.89444444,-76.3019444,1981-09-22,1983-10-18,77,42.89444444,-76.3019444,"1981-11-01","1983-09-29",698
"01325420","HUDSON RIVER AT CORINTH NY",43.2486111,-73.8319444,1970-10-27,1991-08-28,77,43.2486111,-73.8319444,"1969-04-23","1987-03-27",80
"01426500","WEST BRANCH DELAWARE RIVER AT HALE EDDY NY",42.00302778,-75.38352778,1970-10-27,2007-10-10,76,42.00302778,-75.38352778,"1912-11-15","2023-10-06",40487
"01307500","PENATAQUIT CREEK AT BAY SHORE NY",40.72694444,-73.2441667,1971-11-09,1994-10-05,76,40.72694444,-73.2441667,"1945-08-22","1976-09-29",11362
"04240158","WILLOW BROOK NEAR BORODINO NY",42.87441667,-76.3252222,2005-11-03,2008-09-11,76,42.87441667,-76.3252222,"2006-10-01","2008-09-30",730
"01309000","SANTAPOGUE CREEK AT LINDENHURST NY",40.69166667,-73.355,1971-11-08,1994-10-06,74,40.69166667,-73.355,"1947-06-24","1969-09-29",8134
"01307000","CHAMPLIN CREEK AT ISLIP NY",40.73694444,-73.2016667,1972-03-31,1994-10-05,73,40.73694444,-73.2016667,"1948-06-29","1969-09-29",7763
"01421000","EAST BRANCH DELAWARE RIVER AT FISHS EDDY NY",41.97327778,-75.1747222,1970-10-27,2007-10-10,72,41.97327778,-75.1747222,"1912-11-19","2023-10-06",40447
"04240180","NINEMILE CREEK NEAR MARIETTA NY",42.9208333,-76.3294444,1982-04-08,2008-10-16,72,42.9208333,-76.3294444,"1964-07-01","2013-09-29",17988
"01420500","BEAVER KILL AT COOKS FALLS NY",41.94641667,-74.9796667,1970-10-23,1999-08-31,71,41.94641667,-74.9796667,"1913-07-25","2023-10-06",40168
"01305500","SWAN RIVER AT EAST PATCHOGUE NY",40.76725,-72.9938333,1971-10-13,1997-06-18,71,40.76725,-72.9938333,"1946-10-01","2023-10-06",28122
"01311000","PINES BROOK AT MALVERNE NY",40.66638889,-73.6591667,1972-04-19,2001-04-19,71,40.66638889,-73.6591667,"1937-01-01","1999-01-31",22470
"01306000","PATCHOGUE RIVER AT PATCHOGUE NY",40.76555556,-73.0205556,1971-11-17,1994-10-05,70,40.76555556,-73.0205556,"1945-10-01","1976-09-29",9860
"04219915","JOHNSON CREEK AT KUCKVILLE NY",43.3608333,-78.2645278,1971-07-13,2018-09-11,69,43.3608333,-78.2645278,"2020-09-24","2023-10-07",1108
"01527000","COHOCTON RIVER AT COHOCTON NY",42.5,-77.50027778,1980-03-21,1980-09-27,67,42.5,-77.50027778,"1950-10-01","1981-10-22",11345
"04220223","SANDY CREEK AT NORTH HAMLIN NY",43.3390833,-77.9152222,2015-05-05,2023-07-12,66,43.3390833,-77.9152222,"2017-10-04","2023-10-07",2194
"04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY",44.5994444,-75.37888889,1978-02-09,1988-10-04,65,44.5994444,-75.37888889,"1916-06-23","2023-10-06",39187
"04279015","LA CHUTE AT STATE HIGHWAY 22 AT TICONDEROGA NY",43.8497818,-73.4217864,1970-10-20,1988-11-16,64,43.8497818,-73.4217864,"1969-11-17","1972-09-25",35
"01434076","SHELTER CREEK SOUTH OF FROST VALLEY NY",41.97166667,-74.5097222,1998-03-10,2000-09-06,63,41.97166667,-74.5097222,"1993-10-01","1995-09-29",729
"01329650","HUDSON RIVER AT SCHUYLERVILLE NY",43.09840888,-73.57317119,1977-03-14,1988-11-07,62,43.09840888,-73.57317119,"1977-03-10","1979-09-29",934
"04217000","TONAWANDA CREEK AT BATAVIA NY",42.99713889,-78.1881667,1978-01-18,1986-08-19,60,42.99713889,-78.1881667,"1944-07-30","2023-10-06",28558
"03013000","CONEWANGO CREEK AT WATERBORO NY",42.1708333,-79.0691667,1970-10-22,1975-10-22,59,42.1708333,-79.0691667,"1938-09-23","1993-09-29",20096
"01500500","SUSQUEHANNA RIVER AT UNADILLA NY",42.3215,-75.31638889,1970-10-23,2001-09-24,58,42.3215,-75.31638889,"1938-06-08","2023-10-05",24042
"01438000","NEVERSINK RIVER AT PORT JERVIS NY",41.361205,-74.6848851,1970-10-14,1976-05-26,57,41.361205,-74.6848851,"1970-10-14","1972-09-27",21
"01528000","FIVEMILE CREEK NEAR KANONA NY",42.3883333,-77.35777778,1970-10-21,1975-05-21,56,42.3883333,-77.35777778,"1937-02-21","1995-03-31",21223
"01319000","EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY",43.4736111,-74.2230556,1970-10-21,1975-05-15,56,43.4736111,-74.2230556,"1933-10-01","1978-05-31",16314
"01349527","MOHAWK R ABOVE STATE HIGHWAY 30A AT FONDA NY",42.95044444,-74.371,1970-10-07,1975-05-20,56,42.95044444,-74.371,"2014-10-01","2023-10-07",3292
"01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY",41.65305556,-73.8725,1970-10-29,1975-05-07,55,41.65305556,-73.8725,"1928-08-07","2023-10-06",34759
"04269500","DEER RIVER AT BRASHER IRON WORKS NY",44.89277778,-74.6916667,1970-10-14,1975-05-14,55,44.89277778,-74.6916667,"1912-10-01","1968-09-29",5112
"01373500","FISHKILL CREEK AT BEACON NY",41.5118611,-73.94813889,1970-10-08,1975-05-14,54,41.5118611,-73.94813889,"1944-10-01","1968-09-29",8765
"01415460","TERRY CLOVE KILL NEAR DE LANCEY NY",42.1471111,-74.9052222,2008-10-15,2009-09-30,54,42.1471111,-74.9052222,"2008-08-01","2023-10-07",5545
"01531000","CHEMUNG RIVER AT CHEMUNG NY",42.0022222,-76.6347222,1974-08-28,1991-07-16,51,42.0022222,-76.6347222,"1903-09-07","2023-10-06",43519
"01362500","ESOPUS CREEK AT COLDBROOK NY",42.0144722,-74.2701944,2009-08-27,2011-08-30,51,42.0144722,-74.2701944,"1931-10-01","2023-10-06",33609
"01362497","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY",42.01944444,-74.26638889,2009-08-26,2016-08-05,49,42.01944444,-74.26638889,"1997-10-01","2023-10-06",9502
"01425675","OQUAGA CREEK NEAR NORTH SANFORD NY",42.17444444,-75.44,1975-07-31,1981-08-25,49,42.17444444,-75.44,"1969-10-01","1981-09-29",4382
"0426545295","SAGAMORE LAKE OUTLET NEAR RAQUETTE LAKE NY",43.7660472,-74.6283694,2017-10-04,2023-07-13,46,43.7660472,-74.6283694,"1977-10-01","1981-12-31",1553
"01520500","TIOGA RIVER AT LINDLEY NY",42.0286111,-77.1322222,1973-09-05,1991-07-16,43,42.0286111,-77.1322222,"1930-01-11","2023-10-06",28940
"013621955","BIRCH CREEK AT BIG INDIAN NY",42.10888889,-74.4519444,2009-08-25,2011-08-30,43,42.10888889,-74.4519444,"1998-09-30","2023-10-06",9138
"04237950","ONONDAGA CREEK AT TULLY VALLEY NY",42.85867814,-76.1382587,2005-11-03,2008-12-10,43,42.85867814,-76.1382587,"2011-09-30","2012-09-29",366
"01311992","ARBUTUS POND OUTLET NEAR NEWCOMB NY",43.9822222,-74.2355556,2017-10-10,2023-08-16,42,43.9822222,-74.2355556,"1990-12-01","1992-04-30",517
"01362232","BROADSTREET HOLLOW BROOK AT HWY28 AT ALLABEN NY",42.11255556,-74.3586944,2009-08-25,2011-08-28,42,42.11255556,-74.3586944,"2022-08-17","2023-10-07",416
"01329640","BATTEN KILL AT MIDDLE FALLS NY",43.09868697,-73.5251145,1970-10-27,1975-05-21,41,43.09868697,-73.5251145,"1969-04-23","1971-05-25",24
"0136230002","WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY",42.0797222,-74.3345833,2009-08-25,2011-08-30,40,42.0797222,-74.3345833,"2003-08-01","2023-10-06",7372
"01362487","BEAVER KILL AT MOUNT TREMPER NY",42.046758,-74.2768136,2009-08-26,2011-08-28,40,42.046758,-74.2768136,"2010-09-30","2023-10-06",4755
"01437500","NEVERSINK RIVER AT GODEFFROY NY",41.4413611,-74.60188889,1987-05-07,2001-04-04,39,41.4413611,-74.60188889,"1937-07-31","2023-10-06",31479
"01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY",40.7500982,-73.1476133,1971-10-08,1997-06-17,39,40.7500982,-73.1476133,"1971-10-06","2015-09-29",16064
"01427500","CALLICOON CREEK AT CALLICOON NY",41.76055556,-75.04838889,1973-05-17,2007-10-10,38,41.76055556,-75.04838889,"1940-10-01","2023-10-06",17169
"04245236","MEADOW BROOK AT HURLBURT RD, SYRACUSE NY",43.0419722,-76.1005833,2006-09-22,2008-10-25,37,43.0419722,-76.1005833,"1970-12-01","2007-09-29",11574
"424129077495501","NY-SW4 ALFRED FARMS EDGE OF FIELD, SONYEA NY",42.69138889,-77.8320278,2017-06-15,2022-02-11,37,42.69138889,-77.8320278,"2016-04-14","2022-06-07",2245
"01433500","MONGAUP RIVER NEAR MONGAUP NY",41.4612222,-74.75877778,1973-05-14,2007-10-10,36,41.4612222,-74.75877778,"1939-08-15","2023-10-06",23977
"01303500","COLD SPRING BROOK AT COLD SPRING HARBOR NY",40.85716667,-73.4635556,1971-10-08,1996-02-12,34,40.85716667,-73.4635556,"1950-07-01","2023-10-06",26761
"04240200","NINEMILE CREEK AT CAMILLUS NY",43.03916667,-76.3080556,2005-11-03,2008-09-11,34,43.03916667,-76.3080556,"1958-07-01","2007-09-29",12969
"04256485","WOODS LAKE OUTLET NR BIG MOOSE NY",43.8656583,-74.9551194,2017-10-12,2023-09-18,34,43.8656583,-74.9551194,"1977-10-01","1992-09-29",4440
"430850077304603","0423205010 IRONDEQUOIT C BLOSSOM G  ROCHESTER",43.14728498,-77.5124973,1980-07-02,1981-07-16,34,43.14728498,-77.5124973,"1980-12-05","1981-07-16",25
"01312000","HUDSON RIVER NEAR NEWCOMB NY",43.96602778,-74.13138889,2005-08-17,2009-09-09,33,43.96602778,-74.13138889,"1925-10-01","2023-10-06",30230
"04215000","CAYUGA CREEK NEAR LANCASTER NY",42.8900833,-78.6449444,1988-03-23,2019-11-01,32,42.8900833,-78.6449444,"1938-09-15","2023-10-06",29030
"01426000","OQUAGA CREEK AT DEPOSIT NY",42.0586111,-75.4280556,1975-05-22,2015-06-04,32,42.0586111,-75.4280556,"1940-10-01","1973-09-29",12052
"430428077261103","0423204541WHITE BK TRIB SOUTHGATE GRAB NR FAIRPT",43.07450756,-77.43610398,1980-06-28,1981-07-16,32,43.07450756,-77.43610398,"1980-06-28","1981-08-11",80
"01342602","MOHAWK RIVER NEAR UTICA NY",43.09369444,-75.1579167,1988-04-11,2016-10-18,31,43.09369444,-75.1579167,"2014-09-18","2023-10-06",3306
"04232100","STERLING CREEK AT STERLING NY",43.32527778,-76.6472222,2017-10-02,2019-08-27,30,43.32527778,-76.6472222,"1957-04-30","2020-09-10",14576
"04232076","SODUS CREEK AT NORTH ROSE NY",43.1916111,-76.9124167,2017-10-03,2019-08-27,30,43.1916111,-76.9124167,"2018-04-14","2022-06-22",1530
"04268230","RAQUETTE RIVER AT MASSENA SPRINGS NY",44.91666667,-74.8883333,1970-10-24,1991-06-17,29,44.91666667,-74.8883333,"1904-04-09","1916-11-30",3484
"01328770","HUDSON RIVER AT THOMSON NY",43.12538889,-73.5849167,1972-12-12,1975-04-07,29,43.12538889,-73.5849167,"2014-09-04","2022-10-06",2955
"01371500","WALLKILL RIVER AT GARDINER NY",41.68613889,-74.16527778,1993-04-13,1996-10-09,27,41.68613889,-74.16527778,"1924-09-23","2023-10-06",36173
"01349900","BATAVIA KILL NEAR ASHLAND NY",42.2933333,-74.3058333,1991-06-07,1992-09-22,27,42.2933333,-74.3058333,"1991-08-01","2001-09-29",3713
