"site_no","station_nm","dec_lat_va","dec_long_va","begin_date","end_date","count_nu","latitude","longitude","begin_date_flow","end_date_flow","nflowdays"
"01311000","PINES BROOK AT MALVERNE NY",40.66638889,-73.6591667,1972-04-19,2001-04-19,68,40.66638889,-73.6591667,"1937-01-01","1999-01-31",22470
"04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY",44.5994444,-75.37888889,1978-02-09,1989-06-21,67,44.5994444,-75.37888889,"1916-06-23","2023-10-06",39187
"01527000","COHOCTON RIVER AT COHOCTON NY",42.5,-77.50027778,1980-03-21,1980-09-27,67,42.5,-77.50027778,"1950-10-01","1981-10-22",11345
"01325420","HUDSON RIVER AT CORINTH NY",43.2486111,-73.8319444,1971-08-18,1991-08-28,65,43.2486111,-73.8319444,"1969-04-23","1987-03-27",80
"01329650","HUDSON RIVER AT SCHUYLERVILLE NY",43.09840888,-73.57317119,1977-03-14,1988-11-07,62,43.09840888,-73.57317119,"1977-03-10","1979-09-29",934
"04217000","TONAWANDA CREEK AT BATAVIA NY",42.99713889,-78.1881667,1978-01-18,1986-08-19,60,42.99713889,-78.1881667,"1944-07-30","2023-10-06",28558
"04240180","NINEMILE CREEK NEAR MARIETTA NY",42.9208333,-76.3294444,1982-04-08,2008-10-16,59,42.9208333,-76.3294444,"1964-07-01","2013-09-29",17988
"0424016825","AMBER BROOK AT AMBER NY",42.88944444,-76.2972222,1981-09-22,1983-05-05,59,42.88944444,-76.2972222,"1981-11-01","1983-09-29",698
"01308500","CARLLS RIVER AT BABYLON NY",40.7089722,-73.3288056,1971-11-09,1997-06-17,57,40.7089722,-73.3288056,"1944-10-01","2022-10-02",28491
"01349950","BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY",42.3083333,-74.39,1999-10-07,2001-02-11,57,42.3083333,-74.39,"1997-10-01","2023-10-07",9502
"01362198","ESOPUS CREEK AT SHANDAKEN NY",42.11647855,-74.38848279,1980-10-16,1992-08-04,57,42.11647855,-74.38848279,"1963-10-01","1988-09-29",9131
"0424016205","WILLOW BROOK AT LADER POINT NY",42.87527778,-76.3055556,1981-09-22,1983-06-07,56,42.87527778,-76.3055556,"1981-11-01","1983-09-29",698
"01420500","BEAVER KILL AT COOKS FALLS NY",41.94641667,-74.9796667,1971-06-29,1999-08-31,54,41.94641667,-74.9796667,"1913-07-25","2023-10-06",40168
"01327750","HUDSON RIVER AT FORT EDWARD NY",43.26938889,-73.5958333,1971-07-07,1975-05-29,54,43.26938889,-73.5958333,"1899-01-01","2023-10-06",20746
"01422747","EAST BROOK EAST OF WALTON NY",42.17266667,-75.1219167,1999-10-07,2001-02-11,53,42.17266667,-75.1219167,"1998-10-01","2023-10-06",7612
"0424016975","VAN BENTHUYSEN BROOK AT AMBER NY",42.89444444,-76.3019444,1981-09-22,1982-12-14,51,42.89444444,-76.3019444,"1981-11-01","1983-09-29",698
"01362200","ESOPUS CREEK AT ALLABEN NY",42.11694444,-74.38027778,1993-04-13,2003-08-06,49,42.11694444,-74.38027778,"1963-10-01","2023-10-06",21919
"01425675","OQUAGA CREEK NEAR NORTH SANFORD NY",42.17444444,-75.44,1975-07-31,1981-08-25,49,42.17444444,-75.44,"1969-10-01","1981-09-29",4382
"04279015","LA CHUTE AT STATE HIGHWAY 22 AT TICONDEROGA NY",43.8497818,-73.4217864,1971-07-12,1988-11-16,48,43.8497818,-73.4217864,"1969-11-17","1972-09-25",35
"01306499","CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY",40.74759826,-73.1503912,1971-12-28,1995-08-14,47,40.74759826,-73.1503912,"1979-08-22","2015-09-29",13188
"01426500","WEST BRANCH DELAWARE RIVER AT HALE EDDY NY",42.00302778,-75.38352778,1971-06-29,1988-11-14,45,42.00302778,-75.38352778,"1912-11-15","2023-10-06",40487
"01437500","NEVERSINK RIVER AT GODEFFROY NY",41.4413611,-74.60188889,1987-05-07,2001-04-04,44,41.4413611,-74.60188889,"1937-07-31","2023-10-06",31479
"01421000","EAST BRANCH DELAWARE RIVER AT FISHS EDDY NY",41.97327778,-75.1747222,1971-06-29,1988-07-18,43,41.97327778,-75.1747222,"1912-11-19","2023-10-06",40447
"01520500","TIOGA RIVER AT LINDLEY NY",42.0286111,-77.1322222,1973-09-05,1991-07-16,43,42.0286111,-77.1322222,"1930-01-11","2023-10-06",28940
"04237950","ONONDAGA CREEK AT TULLY VALLEY NY",42.85867814,-76.1382587,2005-11-03,2008-12-10,43,42.85867814,-76.1382587,"2011-09-30","2012-09-29",366
"03013000","CONEWANGO CREEK AT WATERBORO NY",42.1708333,-79.0691667,1971-07-22,1975-10-22,42,42.1708333,-79.0691667,"1938-09-23","1993-09-29",20096
"01308000","SAMPAWAMS CREEK AT BABYLON NY",40.7043611,-73.31363889,1971-11-22,1997-06-17,40,40.7043611,-73.31363889,"1944-10-01","2023-10-06",28495
"01438000","NEVERSINK RIVER AT PORT JERVIS NY",41.361205,-74.6848851,1971-07-07,1976-05-26,40,41.361205,-74.6848851,"1970-10-14","1972-09-27",21
"01531000","CHEMUNG RIVER AT CHEMUNG NY",42.0022222,-76.6347222,1975-05-21,1991-07-16,39,42.0022222,-76.6347222,"1903-09-07","2023-10-06",43519
"01500500","SUSQUEHANNA RIVER AT UNADILLA NY",42.3215,-75.31638889,1971-07-26,2001-09-24,39,42.3215,-75.31638889,"1938-06-08","2023-10-05",24042
"01528000","FIVEMILE CREEK NEAR KANONA NY",42.3883333,-77.35777778,1971-07-22,1975-05-21,38,42.3883333,-77.35777778,"1937-02-21","1995-03-31",21223
"01319000","EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY",43.4736111,-74.2230556,1971-07-21,1975-05-15,38,43.4736111,-74.2230556,"1933-10-01","1978-05-31",16314
"01307500","PENATAQUIT CREEK AT BAY SHORE NY",40.72694444,-73.2441667,1971-11-09,1993-08-30,38,40.72694444,-73.2441667,"1945-08-22","1976-09-29",11362
"01373500","FISHKILL CREEK AT BEACON NY",41.5118611,-73.94813889,1971-07-01,1975-05-14,38,41.5118611,-73.94813889,"1944-10-01","1968-09-29",8765
"01349527","MOHAWK R ABOVE STATE HIGHWAY 30A AT FONDA NY",42.95044444,-74.371,1971-06-29,1975-05-20,38,42.95044444,-74.371,"2014-10-01","2023-10-07",3292
"01372500","WAPPINGER CREEK NEAR WAPPINGERS FALLS NY",41.65305556,-73.8725,1971-07-20,1975-05-07,37,41.65305556,-73.8725,"1928-08-07","2023-10-06",34759
"04245236","MEADOW BROOK AT HURLBURT RD, SYRACUSE NY",43.0419722,-76.1005833,2006-09-22,2008-10-25,37,43.0419722,-76.1005833,"1970-12-01","2007-09-29",11574
"424129077495501","NY-SW4 ALFRED FARMS EDGE OF FIELD, SONYEA NY",42.69138889,-77.8320278,2017-06-15,2022-02-11,37,42.69138889,-77.8320278,"2016-04-14","2022-06-07",2245
"01306000","PATCHOGUE RIVER AT PATCHOGUE NY",40.76555556,-73.0205556,1971-11-17,1993-08-30,36,40.76555556,-73.0205556,"1945-10-01","1976-09-29",9860
"01309000","SANTAPOGUE CREEK AT LINDENHURST NY",40.69166667,-73.355,1971-11-08,1993-08-31,36,40.69166667,-73.355,"1947-06-24","1969-09-29",8134
"04269500","DEER RIVER AT BRASHER IRON WORKS NY",44.89277778,-74.6916667,1971-07-26,1975-05-14,36,44.89277778,-74.6916667,"1912-10-01","1968-09-29",5112
"01362380","STONY CLOVE CREEK NEAR PHOENICIA NY",42.09814568,-74.31709199,1999-10-07,2001-02-11,36,42.09814568,-74.31709199,"1997-02-01","2007-08-06",3839
"01307000","CHAMPLIN CREEK AT ISLIP NY",40.73694444,-73.2016667,1972-03-31,1993-08-30,35,40.73694444,-73.2016667,"1948-06-29","1969-09-29",7763
"01342602","MOHAWK RIVER NEAR UTICA NY",43.09369444,-75.1579167,1988-04-11,1994-05-31,35,43.09369444,-75.1579167,"2014-09-18","2023-10-06",3306
"04240200","NINEMILE CREEK AT CAMILLUS NY",43.03916667,-76.3080556,2005-11-03,2008-09-11,34,43.03916667,-76.3080556,"1958-07-01","2007-09-29",12969
"01305500","SWAN RIVER AT EAST PATCHOGUE NY",40.76725,-72.9938333,1971-10-13,1997-06-18,33,40.76725,-72.9938333,"1946-10-01","2023-10-06",28122
"430850077304603","0423205010 IRONDEQUOIT C BLOSSOM G  ROCHESTER",43.14728498,-77.5124973,1980-07-02,1981-07-16,33,43.14728498,-77.5124973,"1980-12-05","1981-07-16",25
"01303500","COLD SPRING BROOK AT COLD SPRING HARBOR NY",40.85716667,-73.4635556,1971-10-08,1996-02-12,32,40.85716667,-73.4635556,"1950-07-01","2023-10-06",26761
"01426000","OQUAGA CREEK AT DEPOSIT NY",42.0586111,-75.4280556,1975-05-22,2015-06-04,32,42.0586111,-75.4280556,"1940-10-01","1973-09-29",12052
"430428077261103","0423204541WHITE BK TRIB SOUTHGATE GRAB NR FAIRPT",43.07450756,-77.43610398,1980-06-28,1981-07-16,32,43.07450756,-77.43610398,"1980-06-28","1981-08-11",80
"04215000","CAYUGA CREEK NEAR LANCASTER NY",42.8900833,-78.6449444,1988-03-23,2019-11-01,31,42.8900833,-78.6449444,"1938-09-15","2023-10-06",29030
"01351500","SCHOHARIE CREEK AT BURTONSVILLE NY",42.80002778,-74.26277778,1988-05-02,1991-08-26,29,42.80002778,-74.26277778,"1939-10-01","2023-10-06",30687
"04248250","OSWEGO R AT LOCK 5 AT MINETTO NY",43.4003462,-76.4732727,1988-04-04,1991-08-29,29,43.4003462,-76.4732727,"1988-04-04","1991-08-29",30
"04237410","SENECA RIVER AT JACKS REEF, NEAR MEMPHIS NY",43.09867785,-76.4229907,1988-04-04,1991-08-29,29,43.09867785,-76.4229907,"1988-04-04","1990-09-19",23
"03011020","ALLEGHENY RIVER AT SALAMANCA NY",42.1568333,-78.7155556,1988-04-12,1991-08-26,28,42.1568333,-78.7155556,"1903-09-04","2023-10-06",43863
"01329640","BATTEN KILL AT MIDDLE FALLS NY",43.09868697,-73.5251145,1971-07-21,1975-05-21,28,43.09868697,-73.5251145,"1969-04-23","1971-05-25",24
"01371500","WALLKILL RIVER AT GARDINER NY",41.68613889,-74.16527778,1993-04-13,1996-10-09,27,41.68613889,-74.16527778,"1924-09-23","2023-10-06",36173
"01306495","CONNETQUOT RIVER DISTRIBUTORY NEAR OAKDALE NY",40.7500982,-73.1476133,1971-10-08,1997-06-17,27,40.7500982,-73.1476133,"1971-10-06","2015-09-29",16064
"01349900","BATAVIA KILL NEAR ASHLAND NY",42.2933333,-74.3058333,1991-06-07,1992-09-22,27,42.2933333,-74.3058333,"1991-08-01","2001-09-29",3713
"430715077283803","04232047 IRONDEQUOIT C LINDEN G AT E ROCHESTER",43.12089628,-77.4769399,1980-06-24,1981-07-16,25,43.12089628,-77.4769399,"1980-06-24","1981-07-16",26
"01350180","SCHOHARIE CREEK AT NORTH BLENHEIM NY",42.4658333,-74.4622222,1974-10-30,1976-09-09,24,42.4658333,-74.4622222,"1970-10-01","2023-10-06",19227
"01350355","SCHOHARIE CREEK AT BREAKABEEN NY",42.53763889,-74.41025,1974-10-30,1976-09-09,24,42.53763889,-74.41025,"1975-07-29","2023-10-06",17602
"01361200","CLAVERACK CREEK AT CLAVERACK NY",42.21625,-73.73027778,1993-04-12,1995-03-17,24,42.21625,-73.73027778,"1960-03-31","1995-04-30",3284
"01372051","FALL KILL AT POUGHKEEPSIE NY",41.71,-73.9261111,1993-04-15,1995-03-15,24,41.71,-73.9261111,"1993-03-26","1995-09-29",917
"01350500","SCHOHARIE CREEK AT MIDDLEBURGH NY",42.5995,-74.3363611,1974-10-30,1976-09-09,23,42.5995,-74.3363611,"1927-07-01","2023-10-06",6611
"01334500","HOOSIC RIVER NEAR EAGLE BRIDGE NY",42.9385833,-73.3769444,1993-06-17,1995-03-10,22,42.9385833,-73.3769444,"1910-08-13","2023-10-06",40848
"04215500","CAZENOVIA CREEK AT EBENEZER NY",42.82952778,-78.7750278,2017-11-08,2019-11-01,22,42.82952778,-78.7750278,"1940-06-24","2023-10-06",30420
"01425000","WEST BRANCH DELAWARE RIVER AT STILESVILLE NY",42.07491667,-75.3958056,1973-07-10,1999-09-01,22,42.07491667,-75.3958056,"1952-07-01","2023-10-06",26029
"01328770","HUDSON RIVER AT THOMSON NY",43.12538889,-73.5849167,1973-07-10,1975-04-07,22,43.12538889,-73.5849167,"2014-09-04","2022-10-06",2955
"01436000","NEVERSINK RIVER AT NEVERSINK NY",41.82,-74.6355556,1973-07-23,2001-04-24,21,41.82,-74.6355556,"1941-10-01","2023-10-06",29956
"04276500","BOQUET RIVER AT WILLSBORO NY",44.3583333,-73.3944444,1974-06-13,1988-11-16,21,44.3583333,-73.3944444,"1923-07-23","2023-10-06",28779
"04240300","NINEMILE CREEK AT LAKELAND NY",43.0808333,-76.22638889,1989-03-28,1990-11-13,21,43.0808333,-76.22638889,"1970-11-18","2019-09-30",17210
"01427500","CALLICOON CREEK AT CALLICOON NY",41.76055556,-75.04838889,1973-07-10,2001-08-23,21,41.76055556,-75.04838889,"1940-10-01","2023-10-06",17169
"04268230","RAQUETTE RIVER AT MASSENA SPRINGS NY",44.91666667,-74.8883333,1972-07-05,1991-06-17,21,44.91666667,-74.8883333,"1904-04-09","1916-11-30",3484
"04213319","CHAUTAUQUA CREEK BELOW WESTFIELD NY",42.33080556,-79.5899167,2017-11-07,2019-10-31,21,42.33080556,-79.5899167,"2017-08-09","2023-10-07",2251
"04213376","CANADAWAY CREEK AT FREDONIA NY",42.45063889,-79.3504444,2017-11-07,2019-10-31,21,42.45063889,-79.3504444,"2017-08-10","2023-10-06",2249
"04213401","WALNUT CREEK AT US ROUTE 20 AT SILVER CREEK NY",42.5383611,-79.1689722,2017-11-06,2019-10-31,21,42.5383611,-79.1689722,"2017-09-19","2023-10-07",2209
"04214231","S BR EIGHTEENMILE CR AT BLEY RD AT EDEN VALLEY",42.68027778,-78.8786944,2017-11-06,2019-11-01,21,42.68027778,-78.8786944,"2017-09-19","2023-10-07",2209
