"site_no","station_nm","dec_lat_va","dec_long_va","begin_date","end_date","count_nu","latitude","longitude","begin_date_flow","end_date_flow","nflowdays"
"01434086","DRY CREEK AT FLUME NEAR FROST VALLEY NY",41.9683333,-74.5125,1998-03-10,2004-01-12,133,41.9683333,-74.5125,"1992-10-01","1995-09-29",1094
"01357500","MOHAWK RIVER AT COHOES NY",42.78538889,-73.70777778,1993-04-08,2002-08-05,131,42.78538889,-73.70777778,"1917-12-01","2023-10-06",38661
"04260500","BLACK RIVER AT WATERTOWN NY",43.9858333,-75.9246111,1977-10-26,1994-08-09,118,43.9858333,-75.9246111,"1920-07-18","2023-10-06",37701
"04213500","CATTARAUGUS CREEK AT GOWANDA NY",42.46344444,-78.9345278,1978-01-17,1998-02-26,116,42.46344444,-78.9345278,"1939-11-09","2023-10-06",30099
"0424015305","RICE BROOK AT RICE GROVE NY",42.85194444,-76.25888889,1981-10-28,2008-09-11,114,42.85194444,-76.25888889,"1981-11-01","2008-09-29",1625
"04240145","SPAFFORD CREEK AT BROMLEY RD NR SPAFFORD NY",42.7875,-76.1966667,1981-10-28,2008-12-10,108,42.7875,-76.1966667,"1981-11-01","1983-09-29",698
"04250750","SANDY CREEK NEAR ADAMS NY",43.81369444,-76.0744444,1978-02-21,1992-08-12,102,43.81369444,-76.0744444,"1957-08-22","2023-10-06",21513
"01413088","EAST BRANCH DELAWARE RIVER AT ROXBURY NY",42.29380556,-74.5591944,2006-10-10,2009-09-29,102,42.29380556,-74.5591944,"2000-06-07","2023-10-06",8522
"04249000","OSWEGO RIVER AT LOCK 7, OSWEGO NY",43.45166667,-76.50527778,1977-11-02,1994-08-12,97,43.45166667,-76.50527778,"1900-10-01","2023-10-06",34400
"01304500","PECONIC RIVER AT RIVERHEAD NY",40.91369444,-72.6869444,1977-07-14,2022-06-01,97,40.91369444,-72.6869444,"1942-06-21","2023-10-06",29693
"04268000","RAQUETTE RIVER AT RAYMONDVILLE NY",44.83888889,-74.97888889,1969-08-19,1994-06-21,97,44.83888889,-74.97888889,"1943-11-29","2023-10-06",28802
"01358000","HUDSON RIVER AT GREEN ISLAND NY",42.7522222,-73.68888889,1977-10-20,1994-08-17,91,42.7522222,-73.68888889,"1946-02-21","2023-10-06",27392
"0424016825","AMBER BROOK AT AMBER NY",42.88944444,-76.2972222,1981-10-28,1983-10-18,90,42.88944444,-76.2972222,"1981-11-01","1983-09-29",698
"04269000","ST. REGIS RIVER AT BRASHER CENTER NY",44.8637222,-74.7786944,1978-02-15,1992-07-21,89,44.8637222,-74.7786944,"1910-08-22","2023-10-06",40511
"04219640","NIAGARA RIVER (LAKE ONTARIO) AT FORT NIAGARA NY",43.2694988,-79.064214,1977-10-31,1995-08-10,88,43.2694988,-79.064214,"1973-10-24","1995-08-10",154
"04232006","GENESEE R AT CHARLOTTE DOCKS AT ROCHESTER NY",43.2239508,-77.616113,1978-04-26,1994-08-11,81,43.2239508,-77.616113,"1970-10-16","1994-08-11",106
"0424016205","WILLOW BROOK AT LADER POINT NY",42.87527778,-76.3055556,1981-10-28,1983-06-21,80,42.87527778,-76.3055556,"1981-11-01","1983-09-29",698
"01362200","ESOPUS CREEK AT ALLABEN NY",42.11694444,-74.38027778,1993-04-13,2011-08-28,77,42.11694444,-74.38027778,"1963-10-01","2023-10-06",21919
"04232040","IRONDEQUOIT CREEK NEAR PITTSFORD NY",43.05416667,-77.4908333,1980-07-02,1990-08-21,77,43.05416667,-77.4908333,"1980-03-01","1991-05-08",4086
"04240158","WILLOW BROOK NEAR BORODINO NY",42.87441667,-76.3252222,2005-11-03,2008-09-11,76,42.87441667,-76.3252222,"2006-10-01","2008-09-30",730
"0424016975","VAN BENTHUYSEN BROOK AT AMBER NY",42.89444444,-76.3019444,1981-12-15,1983-10-18,76,42.89444444,-76.3019444,"1981-11-01","1983-09-29",698
"04240180","NINEMILE CREEK NEAR MARIETTA NY",42.9208333,-76.3294444,1982-04-08,2008-10-16,72,42.9208333,-76.3294444,"1964-07-01","2013-09-29",17988
"01356190","LISHA KILL NORTHWEST OF NISKAYUNA NY",42.7836111,-73.8566667,1993-04-05,2002-07-01,70,42.7836111,-73.8566667,"1993-08-26","2010-09-30",6244
"430428077261100","0423204541WHITE BK TRIB SOUTHGATE RD NR FAIRPORT",43.07450756,-77.43610398,1980-07-22,1980-10-26,68,43.07450756,-77.43610398,"1980-07-22","1981-08-15",263
"01434076","SHELTER CREEK SOUTH OF FROST VALLEY NY",41.97166667,-74.5097222,1998-03-10,2000-09-06,63,41.97166667,-74.5097222,"1993-10-01","1995-09-29",729
"04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY",44.5994444,-75.37888889,1978-02-09,1986-08-20,60,44.5994444,-75.37888889,"1916-06-23","2023-10-06",39187
"04217000","TONAWANDA CREEK AT BATAVIA NY",42.99713889,-78.1881667,1978-01-18,1986-08-19,60,42.99713889,-78.1881667,"1944-07-30","2023-10-06",28558
"0423205010","IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY",43.145,-77.5119444,1980-08-30,1991-09-18,59,43.145,-77.5119444,"1980-12-01","2023-10-06",15650
"01362198","ESOPUS CREEK AT SHANDAKEN NY",42.11647855,-74.38848279,1971-10-01,1992-08-04,58,42.11647855,-74.38848279,"1963-10-01","1988-09-29",9131
"01305500","SWAN RIVER AT EAST PATCHOGUE NY",40.76725,-72.9938333,1977-07-15,1997-06-18,54,40.76725,-72.9938333,"1946-10-01","2023-10-06",28122
"01308000","SAMPAWAMS CREEK AT BABYLON NY",40.7043611,-73.31363889,1977-07-11,1997-06-17,53,40.7043611,-73.31363889,"1944-10-01","2023-10-06",28495
"01309000","SANTAPOGUE CREEK AT LINDENHURST NY",40.69166667,-73.355,1977-01-06,1992-04-06,53,40.69166667,-73.355,"1947-06-24","1969-09-29",8134
"01307000","CHAMPLIN CREEK AT ISLIP NY",40.73694444,-73.2016667,1977-07-14,1992-03-30,53,40.73694444,-73.2016667,"1948-06-29","1969-09-29",7763
"04232046","THOMAS CREEK AT FAIRPORT NY",43.1061111,-77.4619444,1980-07-02,1980-10-26,53,43.1061111,-77.4619444,"1980-03-01","1990-02-21",3645
"01308500","CARLLS RIVER AT BABYLON NY",40.7089722,-73.3288056,1977-07-11,1997-06-17,52,40.7089722,-73.3288056,"1944-10-01","2022-10-02",28491
"01307500","PENATAQUIT CREEK AT BAY SHORE NY",40.72694444,-73.2441667,1977-07-14,1992-03-30,52,40.72694444,-73.2441667,"1945-08-22","1976-09-29",11362
"01306499","CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY",40.74759826,-73.1503912,1977-07-11,1992-04-06,51,40.74759826,-73.1503912,"1979-08-22","2015-09-29",13188
"01306000","PATCHOGUE RIVER AT PATCHOGUE NY",40.76555556,-73.0205556,1977-07-15,1992-03-30,50,40.76555556,-73.0205556,"1945-10-01","1976-09-29",9860
"430403077311500","TRIB TO BARGE CN TRIB NR PITTSFORD NY",43.067563,-77.5205525,1980-07-02,1980-10-26,47,43.067563,-77.5205525,"1980-07-02","1981-08-15",243
"04237950","ONONDAGA CREEK AT TULLY VALLEY NY",42.85867814,-76.1382587,2005-11-03,2008-12-10,43,42.85867814,-76.1382587,"2011-09-30","2012-09-29",366
"01362500","ESOPUS CREEK AT COLDBROOK NY",42.0144722,-74.2701944,2009-08-27,2011-08-30,40,42.0144722,-74.2701944,"1931-10-01","2023-10-06",33609
"01415460","TERRY CLOVE KILL NEAR DE LANCEY NY",42.1471111,-74.9052222,2008-10-28,2009-09-30,39,42.1471111,-74.9052222,"2008-08-01","2023-10-07",5545
"04245236","MEADOW BROOK AT HURLBURT RD, SYRACUSE NY",43.0419722,-76.1005833,2006-09-22,2008-10-25,37,43.0419722,-76.1005833,"1970-12-01","2007-09-29",11574
"013621955","BIRCH CREEK AT BIG INDIAN NY",42.10888889,-74.4519444,2009-08-25,2011-08-30,36,42.10888889,-74.4519444,"1998-09-30","2023-10-06",9138
"01362497","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY",42.01944444,-74.26638889,2009-08-26,2011-08-30,35,42.01944444,-74.26638889,"1997-10-01","2023-10-06",9502
"04240200","NINEMILE CREEK AT CAMILLUS NY",43.03916667,-76.3080556,2005-11-03,2008-09-11,34,43.03916667,-76.3080556,"1958-07-01","2007-09-29",12969
"0136230002","WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY",42.0797222,-74.3345833,2009-08-25,2011-08-30,33,42.0797222,-74.3345833,"2003-08-01","2023-10-06",7372
"01335770","HUDSON RIVER AT WATERFORD NY",42.7886889,-73.6740069,1972-09-12,1996-05-13,32,42.7886889,-73.6740069,"1969-04-07","2003-09-30",652
"430649077285500","0423204630 IRONDEQUOIT CR TRIB AT E ROCHESTER NY",43.11367407,-77.4816623,1980-07-22,1980-10-26,32,43.11367407,-77.4816623,"1980-08-05","1981-08-11",112
"01362232","BROADSTREET HOLLOW BROOK AT HWY28 AT ALLABEN NY",42.11255556,-74.3586944,2009-08-25,2011-08-28,30,42.11255556,-74.3586944,"2022-08-17","2023-10-07",416
"01362487","BEAVER KILL AT MOUNT TREMPER NY",42.046758,-74.2768136,2009-08-26,2011-08-28,29,42.046758,-74.2768136,"2010-09-30","2023-10-06",4755
"01371500","WALLKILL RIVER AT GARDINER NY",41.68613889,-74.16527778,1993-04-13,1996-10-09,27,41.68613889,-74.16527778,"1924-09-23","2023-10-06",36173
"01349711","WEST KILL BELOW HUNTER BROOK NEAR SPRUCETON NY",42.18505556,-74.2771111,1998-01-08,1999-09-21,26,42.18505556,-74.2771111,"1997-10-01","2023-10-06",9502
"01361200","CLAVERACK CREEK AT CLAVERACK NY",42.21625,-73.73027778,1993-04-12,1995-03-17,24,42.21625,-73.73027778,"1960-03-31","1995-04-30",3284
"01372051","FALL KILL AT POUGHKEEPSIE NY",41.71,-73.9261111,1993-04-15,1995-03-15,24,41.71,-73.9261111,"1993-03-26","1995-09-29",917
"01334500","HOOSIC RIVER NEAR EAGLE BRIDGE NY",42.9385833,-73.3769444,1993-06-17,1995-03-10,22,42.9385833,-73.3769444,"1910-08-13","2023-10-06",40848
"04232047","IRONDEQUOIT CR @ LINDEN AVE., E ROCHESTER NY",43.1211111,-77.47638889,1980-08-30,1980-10-26,21,43.1211111,-77.47638889,"1973-07-26","1989-03-21",5718
